transaction_id,timestamp,intrbk_sttlm_amt,debtor_name,debtor_country,debtor_city,debtor_postcode,creditor_name,creditor_country,creditor_city,creditor_postcode,distance_km,is_international,debtor_blacklisted,creditor_blacklisted,extreme_amount,amount_high,postal_incoherence,sector,is_fraud
TXN_008870,2024-09-12 15:20:26.262258,500000,MARJANE HOLDING,MA,Kenitra,14100,MANAGEM,MA,Kenitra,14100,20,0,0,0,0,0,0,DISTRIBUTION,0
TXN_006962,2025-07-30 15:20:26.247634,200000,INWI,MA,Tétouan,93100,London_TRADING_DE,DE,London,83332,2997,1,0,0,0,0,0,SERVICES,0
TXN_002088,2023-10-24 15:20:26.207848,8132181,MANAGEM,MA,Rabat,10100,Paris_TRADING_GB,GB,Paris,87048,5027,1,0,0,0,1,0,INDUSTRIEL,0
TXN_008499,2024-07-28 15:20:26.259747,1000000,COTEF MAROC,MA,Agadir,80000,MANAGEM,MA,Kenitra,14000,453,0,0,0,0,0,0,TEXTILE,0
TXN_006162,2024-12-27 15:20:26.241312,200000,MAROC TELECOM,MA,Oujda,60000,Amsterdam_TRADING_ES,ES,Amsterdam,89814,8245,1,0,0,0,0,0,SERVICES,0
TXN_003210,2025-03-14 15:20:26.216603,1000000,TEXMAROC,MA,Kenitra,14000,CREDIT AGRICOLE MAROC,MA,Oujda,60000,202,0,0,0,0,0,0,TEXTILE,0
TXN_000200,2025-01-06 15:20:26.304713,103895,MARJANE HOLDING,MA,Agadir,80200,BOGOTA TRADING,CO,Moscow,76583,3177,1,0,1,1,0,0,DISTRIBUTION,1
TXN_006605,2025-04-17 15:20:26.243730,8579998,OCP SA,MA,Fès,30100,CREDIT DU MAROC,MA,Oujda,60000,508,0,0,0,0,1,0,INDUSTRIEL,0
TXN_001109,2024-02-14 15:20:26.196927,200000,INWI,MA,Oujda,60000,CREDIT AGRICOLE MAROC,MA,Rabat,10000,664,0,0,0,0,0,0,SERVICES,0
TXN_005728,2025-06-26 15:20:26.237746,6766971,SAFIEC,MA,Tétouan,93100,CREDIT DU MAROC,MA,Fès,30100,749,0,0,0,0,1,0,INDUSTRIEL,0
TXN_007829,2024-11-12 15:20:26.254746,500000,MARJANE HOLDING,MA,Tétouan,93100,BANK AL MAGHRIB,MA,Kenitra,14000,193,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001038,2025-01-28 15:20:26.195992,1000000,SOMITEX,MA,Meknès,50000,ARAB BANK MAROC,MA,Oujda,60100,123,0,0,0,0,0,0,TEXTILE,0
TXN_001194,2025-08-20 15:20:26.197954,1000000,DELTA INDUSTRIE,MA,Rabat,10000,BMCE BANK,MA,Kenitra,14000,760,0,0,0,0,0,0,TEXTILE,0
TXN_004474,2025-08-04 15:20:26.226612,1000000,DELTA INDUSTRIE,MA,Marrakech,40200,BMCI,MA,Agadir,80000,353,0,0,0,0,0,0,TEXTILE,0
TXN_000874,2025-02-16 03:20:26.309534,58173,TEXMAROC,MA,Agadir,80200,RIO TRADING,BR,Moscow,53371,6522,1,0,1,1,0,1,TEXTILE,1
TXN_002122,2025-04-22 15:20:26.207848,200000,ONEE,MA,Fès,30200,Milan_TRADING_US,US,Milan,41466,3684,1,0,0,0,0,0,SERVICES,0
TXN_004982,2024-05-19 15:20:26.229613,500000,CARREFOUR MAROC,MA,Casablanca,20300,STAFIL,MA,Meknès,50100,686,0,0,0,0,0,0,DISTRIBUTION,0
TXN_008973,2025-06-03 15:20:26.263625,1000000,STAFIL,MA,Fès,30100,ONEE,MA,Agadir,80100,271,0,0,0,0,0,0,TEXTILE,0
TXN_005700,2024-06-13 15:20:26.236737,500000,AUCHAN MAROC,MA,Tanger,90200,BANK AL MAGHRIB,MA,Kenitra,14100,495,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000934,2025-07-27 15:20:26.194990,8083502,SONASID,MA,Agadir,80200,London_TRADING_NL,NL,London,46002,6196,1,0,0,0,1,0,INDUSTRIEL,0
TXN_006101,2025-03-17 15:20:26.239788,500000,AUCHAN MAROC,MA,Tétouan,93000,ARAB BANK MAROC,MA,Rabat,10200,977,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004689,2023-09-27 15:20:26.227612,500000,LABEL VIE,MA,Fès,30100,BMCI,MA,Fès,30100,95,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000394,2024-08-22 15:20:26.191276,500000,METRO MAROC,MA,Casablanca,20400,SOCIETE GENERALE MAROC,MA,Tétouan,93000,975,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004685,2023-12-16 15:20:26.227612,7522991,SAFIEC,MA,Fès,30000,CREDIT AGRICOLE MAROC,MA,Rabat,10100,229,0,0,0,0,1,0,INDUSTRIEL,0
TXN_008776,2024-09-25 15:20:26.262258,500000,AUCHAN MAROC,MA,Meknès,50100,LESIEUR CRISTAL,MA,Tanger,90000,249,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000165,2023-09-17 15:20:26.304713,19269737,LAFARGE MAROC,MA,Oujda,60100,SUSPECT COMPANY,IR,Panama City,26483,2937,1,0,1,1,1,1,INDUSTRIEL,1
TXN_005980,2025-07-16 15:20:26.239788,500000,ACIMA,MA,Tétouan,93100,SAFIEC,MA,Meknès,50000,456,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000942,2024-01-02 15:20:26.309534,14127339,REDAL,MA,Rabat,10000,CASH WITHDRAWAL,MA,Tanger,90100,319,0,0,0,1,1,0,SERVICES,1
TXN_002191,2023-11-14 15:20:26.208847,500000,CARREFOUR MAROC,MA,Tanger,90000,CREDIT AGRICOLE MAROC,MA,Meknès,50000,387,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001297,2025-01-08 15:20:26.199081,1000000,TEXMAROC,MA,Oujda,60100,LAFARGE MAROC,MA,Marrakech,40000,683,0,0,0,0,0,0,TEXTILE,0
TXN_005044,2024-10-15 15:20:26.231117,500000,LABEL VIE,MA,Tétouan,93000,CIH BANK,MA,Rabat,10000,956,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001162,2024-05-12 15:20:26.196927,500000,ACIMA,MA,Casablanca,20000,BANK AL MAGHRIB,MA,Meknès,50000,654,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004254,2025-03-30 15:20:26.224612,200000,REDAL,MA,Rabat,10100,CREDIT AGRICOLE MAROC,MA,Marrakech,40200,243,0,0,0,0,0,0,SERVICES,0
TXN_006372,2023-12-16 15:20:26.242408,9745615,SAFIEC,MA,Casablanca,20200,MANAGEM,MA,Marrakech,40200,340,0,0,0,0,1,0,INDUSTRIEL,0
TXN_001527,2024-10-05 15:20:26.201074,500000,ACIMA,MA,Fès,30000,BARID AL MAGHRIB,MA,Fès,30100,34,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004342,2023-11-05 15:20:26.225612,500000,METRO MAROC,MA,Oujda,60100,SOCIETE GENERALE MAROC,MA,Fès,30200,542,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002030,2025-08-24 15:20:26.206852,500000,LABEL VIE,MA,Casablanca,20300,BANK AL MAGHRIB,MA,Agadir,80100,533,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003060,2024-01-20 15:20:26.215604,200000,BARID AL MAGHRIB,MA,Rabat,10000,SONASID,MA,Rabat,10100,94,0,0,0,0,0,0,SERVICES,0
TXN_000058,2025-06-09 15:20:26.189301,500000,METRO MAROC,MA,Tanger,90100,LESIEUR CRISTAL,MA,Meknès,50100,293,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002405,2025-03-12 15:20:26.209847,8974012,SAFIEC,MA,Casablanca,20200,Frankfurt_TRADING_NL,NL,Frankfurt,64438,1148,1,0,0,0,1,0,INDUSTRIEL,0
TXN_005006,2025-02-27 15:20:26.231117,200000,BARID AL MAGHRIB,MA,Oujda,60000,LESIEUR CRISTAL,MA,Fès,30100,559,0,0,0,0,0,0,SERVICES,0
TXN_006157,2024-10-14 15:20:26.241312,500000,METRO MAROC,MA,Tanger,90100,SONASID,MA,Rabat,10100,346,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007375,2024-02-06 15:20:26.251139,200000,MAROC TELECOM,MA,Marrakech,40100,MANAGEM,MA,Marrakech,40100,186,0,0,0,0,0,0,SERVICES,0
TXN_004506,2023-09-17 15:20:26.226612,200000,INWI,MA,Tanger,90100,CREDIT AGRICOLE MAROC,MA,Meknès,50000,272,0,0,0,0,0,0,SERVICES,0
TXN_005214,2025-01-01 15:20:26.232624,415559,SONASID,MA,Tétouan,93000,Brussels_TRADING_BE,BE,Brussels,80834,4874,1,0,0,0,0,0,INDUSTRIEL,0
TXN_006029,2024-04-08 15:20:26.239788,200000,REDAL,MA,Marrakech,40200,SOCIETE GENERALE MAROC,MA,Marrakech,40100,153,0,0,0,0,0,0,SERVICES,0
TXN_001780,2025-08-20 15:20:26.203682,200000,INWI,MA,Marrakech,40100,BMCI,MA,Casablanca,20200,260,0,0,0,0,0,0,SERVICES,0
TXN_005447,2024-06-08 15:20:26.235192,1000000,TEXMAROC,MA,Fès,30100,London_TRADING_IT,IT,London,71403,3528,1,0,0,0,0,0,TEXTILE,0
TXN_004606,2025-01-02 15:20:26.227612,1000000,SOMITEX,MA,Agadir,80200,TEXMAROC,MA,Fès,30100,277,0,0,0,0,0,0,TEXTILE,0
TXN_006914,2025-06-11 15:20:26.247634,500000,METRO MAROC,MA,Rabat,10000,BANQUE POPULAIRE,MA,Marrakech,40200,206,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000676,2025-07-19 15:20:26.192986,1000000,SOMITEX,MA,Casablanca,20300,OCP SA,MA,Kenitra,14000,920,0,0,0,0,0,0,TEXTILE,0
TXN_003582,2024-02-24 15:20:26.219603,200000,BARID AL MAGHRIB,MA,Oujda,60100,SOCIETE GENERALE MAROC,MA,Fès,30200,444,0,0,0,0,0,0,SERVICES,0
TXN_003653,2025-01-01 15:20:26.219603,500000,LABEL VIE,MA,Casablanca,20400,BANQUE POPULAIRE,MA,Kenitra,14100,914,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007920,2024-07-02 15:20:26.254746,200000,MAROC TELECOM,MA,Kenitra,14100,Madrid_TRADING_NL,NL,Madrid,81265,2632,1,0,0,0,0,0,SERVICES,0
TXN_000499,2024-12-06 04:20:26.307130,169448,METRO MAROC,MA,Fès,30000,UKRAINIAN STEEL,UA,Istanbul,86369,3505,1,0,1,1,0,0,DISTRIBUTION,1
TXN_002732,2024-06-30 15:20:26.212371,200000,ORANGE MAROC,MA,Meknès,50100,Paris_TRADING_DE,DE,Paris,43323,7124,1,0,0,0,0,0,SERVICES,0
TXN_004787,2024-03-14 15:20:26.228612,200000,ONEE,MA,Oujda,60100,SOCIETE GENERALE MAROC,MA,Fès,30200,557,0,0,0,0,0,0,SERVICES,0
TXN_002754,2024-12-14 15:20:26.212371,500000,LABEL VIE,MA,Fès,30100,MAROC TELECOM,MA,Tétouan,93000,703,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002337,2025-07-29 15:20:26.209847,2739937,SAFIEC,MA,Rabat,10000,CARREFOUR MAROC,MA,Casablanca,20000,199,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003643,2025-08-09 15:20:26.219603,200000,INWI,MA,Tétouan,93100,ARAB BANK MAROC,MA,Casablanca,20000,1003,0,0,0,0,0,0,SERVICES,0
TXN_007737,2025-05-22 15:20:26.253744,1000000,COTEF MAROC,MA,Marrakech,40200,SOCIETE GENERALE MAROC,MA,Marrakech,40200,160,0,0,0,0,0,0,TEXTILE,0
TXN_005516,2025-03-03 15:20:26.235192,1000000,TEXMAROC,MA,Casablanca,20300,BARID AL MAGHRIB,MA,Kenitra,14000,917,0,0,0,0,0,0,TEXTILE,0
TXN_005246,2024-02-17 15:20:26.232624,1000000,MANATEX,MA,Oujda,60100,INWI,MA,Marrakech,40000,640,0,0,0,0,0,0,TEXTILE,0
TXN_000866,2025-05-26 15:20:26.194990,6539692,SONASID,MA,Kenitra,14000,SOCIETE GENERALE MAROC,MA,Rabat,10000,773,0,0,0,0,1,0,INDUSTRIEL,0
TXN_004447,2025-08-27 15:20:26.225612,1000000,TEXMAROC,MA,Tanger,90200,SOMITEX,MA,Casablanca,20400,597,0,0,0,0,0,0,TEXTILE,0
TXN_005071,2025-05-16 15:20:26.231117,9976208,LESIEUR CRISTAL,MA,Rabat,10100,MANATEX,MA,Fès,30100,273,0,0,0,0,1,0,INDUSTRIEL,0
TXN_004881,2025-03-06 15:20:26.229613,1000000,TEXMAROC,MA,Tanger,90000,CREDIT AGRICOLE MAROC,MA,Fès,30200,235,0,0,0,0,0,0,TEXTILE,0
TXN_000510,2024-11-14 15:20:26.307130,91622,LAFARGE MAROC,MA,Casablanca,20400,BOMBAY TRADING,IN,Lagos,23017,8916,1,0,1,1,0,0,INDUSTRIEL,1
TXN_003002,2025-04-25 15:20:26.214612,7012259,MANAGEM,MA,Fès,30000,Paris_TRADING_FR,FR,Paris,22317,2228,1,0,0,0,1,0,INDUSTRIEL,0
TXN_002225,2024-08-04 15:20:26.208847,1000000,TEXMAROC,MA,Oujda,60000,MAROC TELECOM,MA,Marrakech,40200,560,0,0,0,0,0,0,TEXTILE,0
TXN_000056,2025-01-06 15:20:26.303585,14097057,COTEF MAROC,MA,Meknès,50100,BLACK SEA TRADING,UA,Lima,69951,2978,1,0,1,1,1,0,TEXTILE,1
TXN_004826,2024-09-24 15:20:26.228612,200000,MAROC TELECOM,MA,Marrakech,40100,MARJANE HOLDING,MA,Casablanca,20200,319,0,0,0,0,0,0,SERVICES,0
TXN_007621,2024-07-25 15:20:26.253238,200000,ONEE,MA,Rabat,10000,BMCI,MA,Casablanca,20400,248,0,0,0,0,0,0,SERVICES,0
TXN_000689,2025-06-09 02:20:26.308129,14396910,TEXMAROC,MA,Meknès,50000,RUSSIAN GAS LTD,RU,Karachi,72085,2558,1,0,1,1,1,1,TEXTILE,1
TXN_005500,2025-08-07 15:20:26.235192,500000,AUCHAN MAROC,MA,Kenitra,14000,CIH BANK,MA,Tétouan,93100,293,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000700,2024-07-24 15:20:26.308129,198370,ACIMA,MA,Kenitra,14000,BOGOTA TRADING,CO,Panama City,23304,5239,1,0,1,1,0,0,DISTRIBUTION,1
TXN_008478,2023-10-20 15:20:26.259747,1000000,SOMITEX,MA,Rabat,10200,LABEL VIE,MA,Marrakech,40200,297,0,0,0,0,0,0,TEXTILE,0
TXN_005502,2025-06-09 15:20:26.235192,289187,CARREFOUR MAROC,MA,Fès,30000,CIH BANK,MA,Rabat,10200,313,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001210,2024-12-16 15:20:26.197954,1802061,LESIEUR CRISTAL,MA,Casablanca,20000,OCP SA,MA,Kenitra,14000,908,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000083,2024-01-05 15:20:26.303585,146213,AUCHAN MAROC,MA,Fès,30000,BOSPHORUS EXPORTS,TR,Beirut,10718,5161,1,0,1,1,0,0,DISTRIBUTION,1
TXN_002288,2025-06-20 15:20:26.208847,200000,ONEE,MA,Tanger,90100,CREDIT DU MAROC,MA,Fès,30100,267,0,0,0,0,0,0,SERVICES,0
TXN_002183,2024-01-26 15:20:26.207848,500000,METRO MAROC,MA,Tanger,90000,CREDIT AGRICOLE MAROC,MA,Casablanca,20000,444,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002862,2024-09-25 15:20:26.213607,1000000,SOMITEX,MA,Kenitra,14100,BMCI,MA,Kenitra,14000,129,0,0,0,0,0,0,TEXTILE,0
TXN_006861,2024-10-30 15:20:26.246384,7048577,MANAGEM,MA,Rabat,10100,BMCE BANK,MA,Fès,30200,351,0,0,0,0,1,0,INDUSTRIEL,0
TXN_002362,2023-11-21 15:20:26.209847,479513,ACIMA,MA,Oujda,60000,CREDIT DU MAROC,MA,Tétouan,93000,236,0,0,0,0,0,0,DISTRIBUTION,0
TXN_008463,2025-05-28 15:20:26.258746,200000,INWI,MA,Agadir,80000,SOCIETE GENERALE MAROC,MA,Kenitra,14100,421,0,0,0,0,0,0,SERVICES,0
TXN_006332,2024-09-27 15:20:26.242408,6093912,LAFARGE MAROC,MA,Fès,30200,CREDIT AGRICOLE MAROC,MA,Agadir,80000,223,0,0,0,0,1,0,INDUSTRIEL,0
TXN_004064,2025-04-06 15:20:26.223203,3008393,MANAGEM,MA,Fès,30000,BMCE BANK,MA,Kenitra,14100,597,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000546,2024-08-19 15:20:26.307130,19712347,CARREFOUR MAROC,MA,Casablanca,20300,SUSPECT COMPANY,YE,Lima,90520,2718,1,0,1,1,1,1,DISTRIBUTION,1
TXN_000617,2024-09-17 15:20:26.192986,1000000,TEXMAROC,MA,Agadir,80100,BMCE BANK,MA,Tanger,90200,188,0,0,0,0,0,0,TEXTILE,0
TXN_003281,2023-10-01 15:20:26.216603,6754624,SONASID,MA,Marrakech,40000,CREDIT AGRICOLE MAROC,MA,Meknès,50000,583,0,0,0,0,1,0,INDUSTRIEL,0
TXN_005226,2024-04-11 15:20:26.232624,1000000,STAFIL,MA,Rabat,10000,ATTIJARIWAFA BANK,MA,Meknès,50100,559,0,0,0,0,0,0,TEXTILE,0
TXN_003397,2024-01-20 15:20:26.217603,200000,ORANGE MAROC,MA,Fès,30100,BMCI,MA,Oujda,60100,516,0,0,0,0,0,0,SERVICES,0
TXN_003065,2024-04-12 15:20:26.215604,500000,MARJANE HOLDING,MA,Tétouan,93000,MANAGEM,MA,Oujda,60000,346,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000766,2025-08-25 15:20:26.193991,200000,ONEE,MA,Tanger,90000,BANQUE POPULAIRE,MA,Casablanca,20200,572,0,0,0,0,0,0,SERVICES,0
TXN_007078,2024-07-12 15:20:26.248637,500000,CARREFOUR MAROC,MA,Rabat,10100,LESIEUR CRISTAL,MA,Tétouan,93100,932,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005279,2024-02-12 15:20:26.233934,200000,BARID AL MAGHRIB,MA,Fès,30000,CREDIT AGRICOLE MAROC,MA,Agadir,80000,287,0,0,0,0,0,0,SERVICES,0
TXN_004149,2024-03-02 15:20:26.223612,500000,AUCHAN MAROC,MA,Meknès,50100,CREDIT AGRICOLE MAROC,MA,Tanger,90100,277,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001144,2023-10-31 15:20:26.196927,500000,CARREFOUR MAROC,MA,Meknès,50100,Milan_TRADING_FR,FR,Milan,46181,9812,1,0,0,0,0,0,DISTRIBUTION,0
TXN_004248,2025-01-13 15:20:26.224612,1000000,STAFIL,MA,Marrakech,40200,ARAB BANK MAROC,MA,Oujda,60100,698,0,0,0,0,0,0,TEXTILE,0
TXN_004110,2024-01-11 15:20:26.223612,1000000,COTEF MAROC,MA,Marrakech,40000,SOMITEX,MA,Tanger,90200,344,0,0,0,0,0,0,TEXTILE,0
TXN_000462,2024-12-07 15:20:26.191887,7138755,SONASID,MA,Meknès,50100,COTEF MAROC,MA,Agadir,80000,262,0,0,0,0,1,0,INDUSTRIEL,0
TXN_002932,2024-09-17 15:20:26.214612,500000,METRO MAROC,MA,Rabat,10200,INWI,MA,Tanger,90200,333,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004623,2025-07-31 15:20:26.227612,9700806,SAFIEC,MA,Rabat,10000,ATTIJARIWAFA BANK,MA,Tanger,90200,407,0,0,0,0,1,0,INDUSTRIEL,0
TXN_003813,2023-12-28 15:20:26.221105,200000,ORANGE MAROC,MA,Meknès,50100,CREDIT AGRICOLE MAROC,MA,Fès,30200,452,0,0,0,0,0,0,SERVICES,0
TXN_006308,2024-10-14 15:20:26.242408,200000,MAROC TELECOM,MA,Fès,30200,INWI,MA,Marrakech,40200,126,0,0,0,0,0,0,SERVICES,0
TXN_004341,2025-08-02 15:20:26.225612,1000000,STAFIL,MA,Agadir,80100,BMCE BANK,MA,Fès,30200,353,0,0,0,0,0,0,TEXTILE,0
TXN_005300,2023-12-21 15:20:26.233934,1000000,COTEF MAROC,MA,Casablanca,20300,CIH BANK,MA,Meknès,50000,791,0,0,0,0,0,0,TEXTILE,0
TXN_006804,2023-12-18 15:20:26.246384,200000,ONEE,MA,Meknès,50100,CREDIT AGRICOLE MAROC,MA,Rabat,10100,669,0,0,0,0,0,0,SERVICES,0
TXN_003282,2024-09-09 15:20:26.216603,1000000,COTEF MAROC,MA,Casablanca,20200,ARAB BANK MAROC,MA,Agadir,80000,513,0,0,0,0,0,0,TEXTILE,0
TXN_002574,2023-12-16 15:20:26.211351,1000000,TEXMAROC,MA,Meknès,50100,ATTIJARIWAFA BANK,MA,Agadir,80200,209,0,0,0,0,0,0,TEXTILE,0
TXN_007961,2023-12-08 15:20:26.255747,500000,MARJANE HOLDING,MA,Meknès,50000,CREDIT DU MAROC,MA,Kenitra,14100,395,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007879,2024-01-22 15:20:26.254746,200000,LYDEC,MA,Kenitra,14000,ACIMA,MA,Tétouan,93100,251,0,0,0,0,0,0,SERVICES,0
TXN_000828,2024-09-13 15:20:26.194990,1000000,DELTA INDUSTRIE,MA,Tétouan,93100,BANK AL MAGHRIB,MA,Marrakech,40100,798,0,0,0,0,0,0,TEXTILE,0
TXN_006486,2023-09-24 15:20:26.243730,1000000,COTEF MAROC,MA,Kenitra,14000,LABEL VIE,MA,Oujda,60000,211,0,0,0,0,0,0,TEXTILE,0
TXN_007599,2025-01-29 15:20:26.252651,1000000,SOMITEX,MA,Casablanca,20300,BMCI,MA,Meknès,50100,732,0,0,0,0,0,0,TEXTILE,0
TXN_002540,2024-06-12 15:20:26.211351,1000000,STAFIL,MA,Oujda,60100,SONASID,MA,Casablanca,20400,793,0,0,0,0,0,0,TEXTILE,0
TXN_005746,2024-03-31 15:20:26.237746,200000,ONEE,MA,Rabat,10100,New_TRADING_FR,FR,New York,82779,8612,1,0,0,0,0,0,SERVICES,0
TXN_008526,2024-07-20 15:20:26.259747,1000000,STAFIL,MA,Tanger,90100,Madrid_TRADING_NL,NL,Madrid,20401,1878,1,0,0,0,0,0,TEXTILE,0
TXN_000566,2025-02-04 04:20:26.307130,16176149,LYDEC,MA,Fès,30100,COLOMBIAN COFFEE,CO,Panama City,72712,9978,1,0,1,1,1,1,SERVICES,1
TXN_003742,2023-12-25 15:20:26.219603,1000000,TEXMAROC,MA,Tétouan,93000,ARAB BANK MAROC,MA,Rabat,10000,819,0,0,0,0,0,0,TEXTILE,0
TXN_007498,2023-10-15 15:20:26.252145,6245753,COSUMAR,MA,Marrakech,40200,Brussels_TRADING_IT,IT,Brussels,37659,3092,1,0,0,0,1,0,INDUSTRIEL,0
TXN_003524,2025-03-24 15:20:26.218603,200000,ORANGE MAROC,MA,Rabat,10200,LYDEC,MA,Meknès,50000,639,0,0,0,0,0,0,SERVICES,0
TXN_000020,2025-06-20 15:20:26.188169,1764689,OCP SA,MA,Oujda,60000,ORANGE MAROC,MA,Fès,30000,533,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001915,2024-07-17 15:20:26.205849,9724717,SAFIEC,MA,Casablanca,20000,ACIMA,MA,Marrakech,40000,261,0,0,0,0,1,0,INDUSTRIEL,0
TXN_006571,2023-09-16 02:20:26.243730,19702547,REDAL,MA,Oujda,60000,SUSPECT COMPANY,IR,Panama City,64016,2755,1,0,1,1,1,0,SERVICES,1
TXN_000018,2025-01-03 15:20:26.303585,16554460,MANATEX,MA,Tanger,90200,MEDELLIN EXPORTS,CO,Dubai,86459,9037,1,0,1,1,1,0,TEXTILE,1
TXN_002012,2024-07-31 15:20:26.206852,500000,AUCHAN MAROC,MA,Marrakech,40200,AUCHAN MAROC,MA,Casablanca,20000,396,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005405,2024-12-10 15:20:26.233934,537436,CIMAR,MA,Casablanca,20200,Paris_TRADING_ES,ES,Paris,39108,2487,1,0,0,0,0,0,INDUSTRIEL,0
TXN_001295,2023-11-14 15:20:26.199081,1000000,TEXMAROC,MA,Fès,30100,CREDIT DU MAROC,MA,Casablanca,20300,387,0,0,0,0,0,0,TEXTILE,0
TXN_003745,2024-04-26 15:20:26.219603,1000000,TEXMAROC,MA,Oujda,60000,CIMAR,MA,Agadir,80100,254,0,0,0,0,0,0,TEXTILE,0
TXN_000591,2024-06-16 15:20:26.192986,200000,ORANGE MAROC,MA,Tanger,90200,BANK AL MAGHRIB,MA,Tétouan,93000,658,0,0,0,0,0,0,SERVICES,0
TXN_001406,2024-10-16 15:20:26.200080,200000,ONEE,MA,Fès,30100,ARAB BANK MAROC,MA,Casablanca,20300,407,0,0,0,0,0,0,SERVICES,0
TXN_000221,2024-09-02 15:20:26.190281,500000,MARJANE HOLDING,MA,Tanger,90000,ATTIJARIWAFA BANK,MA,Kenitra,14100,432,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005617,2025-06-04 15:20:26.236737,6466663,CIMAR,MA,Marrakech,40100,CREDIT DU MAROC,MA,Agadir,80000,449,0,0,0,0,1,0,INDUSTRIEL,0
TXN_006248,2024-01-07 15:20:26.241312,6898551,CIMAR,MA,Agadir,80200,BMCI,MA,Marrakech,40100,431,0,0,0,0,1,0,INDUSTRIEL,0
TXN_004418,2025-05-06 15:20:26.225612,200000,LYDEC,MA,Kenitra,14000,CIH BANK,MA,Oujda,60100,224,0,0,0,0,0,0,SERVICES,0
TXN_000858,2025-03-01 15:20:26.194990,348668,LABEL VIE,MA,Casablanca,20200,CIH BANK,MA,Kenitra,14100,866,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001783,2025-07-10 15:20:26.203682,500000,ACIMA,MA,Rabat,10000,BMCI,MA,Tanger,90100,317,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007259,2024-12-08 15:20:26.249635,772965,SAFIEC,MA,Rabat,10200,SOCIETE GENERALE MAROC,MA,Casablanca,20000,137,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006856,2024-03-31 15:20:26.246384,500000,MARJANE HOLDING,MA,Agadir,80100,CIH BANK,MA,Fès,30200,332,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001954,2023-12-29 15:20:26.206852,200000,ONEE,MA,Meknès,50100,REDAL,MA,Casablanca,20400,626,0,0,0,0,0,0,SERVICES,0
TXN_001746,2024-07-22 02:20:26.203682,172190,REDAL,MA,Casablanca,20300,TURKISH TEXTILE,TR,Lagos,46287,1737,1,0,1,1,0,1,SERVICES,1
TXN_003132,2025-01-29 15:20:26.215604,500000,CARREFOUR MAROC,MA,Marrakech,40200,BMCE BANK,MA,Agadir,80000,335,0,0,0,0,0,0,DISTRIBUTION,0
TXN_008036,2024-10-12 15:20:26.255747,3076312,LAFARGE MAROC,MA,Kenitra,14100,CREDIT DU MAROC,MA,Fès,30100,580,0,0,0,0,0,0,INDUSTRIEL,0
TXN_008850,2024-02-26 15:20:26.262258,9636927,OCP SA,MA,Rabat,10000,AUCHAN MAROC,MA,Tanger,90000,346,0,0,0,0,1,0,INDUSTRIEL,0
TXN_000994,2025-08-26 15:20:26.195992,4393002,OCP SA,MA,Fès,30100,LABEL VIE,MA,Rabat,10000,256,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006108,2024-06-15 15:20:26.239788,200000,ONEE,MA,Fès,30100,New_TRADING_DE,DE,New York,14082,4610,1,0,0,0,0,0,SERVICES,0
TXN_000730,2023-11-02 15:20:26.193991,500000,LABEL VIE,MA,Marrakech,40000,CREDIT AGRICOLE MAROC,MA,Meknès,50100,573,0,0,0,0,0,0,DISTRIBUTION,0
TXN_006974,2024-11-17 15:20:26.247634,301523,MANATEX,MA,Rabat,10100,COSUMAR,MA,Tanger,90100,380,0,0,0,0,0,0,TEXTILE,0
